route_group,source_type,method,scope,n_runs,mean_mae,std_mae,mean_rmse,std_rmse,mean_bias,mean_n,mean_groups
ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_target,micro,20,0.19358974825281186,0.034522654458248134,0.4399229170348374,0.054959252288230294,-0.0004474230673101401,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_target,macro_target,20,0.2609299468916716,0.07637751487939044,0.34257018042223264,0.08166894939068797,0.00287294108083313,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_guarded_stack_macro_target,macro_assay_pair,20,0.3458098526282189,0.10214793021837873,0.3679789386580308,0.10413789338497899,-0.00032506249363435533,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_robust_blend_global,micro,20,0.18913200856812065,0.03473727289469969,0.4399630815232813,0.07170396898404935,-0.001438929574193665,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_robust_blend_global,macro_target,20,0.2530960208146338,0.06769983302805264,0.3350229221553814,0.07383056406178234,0.000628903780123175,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_robust_blend_global,macro_assay_pair,20,0.3385222572070555,0.10280584085126701,0.3616561988370803,0.1045570419849118,-0.003176353410743585,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_robust_selector_bucket,micro,20,0.18691375424989093,0.034990850131029434,0.4371416586847414,0.05563864178458428,-2.123586283303003e-05,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_robust_selector_bucket,macro_target,20,0.2561164792428387,0.07195315191049063,0.3403228411455431,0.0778179079172011,0.0025075476481864947,24633.1,243.6
ours_ablation,ours_ablation_same_split,somol_robust_selector_bucket,macro_assay_pair,20,0.3365185074318764,0.10280891244213888,0.36041230746280356,0.10448136502436267,-0.0011865093518850934,24633.1,9280.1
ours_ablation,ours_ablation_same_split,somol_robust_selector_global,micro,20,0.18994606666266287,0.03502398868470254,0.4409207568532182,0.07129134490626583,-0.0016992983310628363,24633.1,1.0
ours_ablation,ours_ablation_same_split,somol_robust_selector_global,macro_target,20,0.2546004416538433,0.06802570159987832,0.33679155153587287,0.074368332633967,-0.0007866803369268149,24633.1,243.6
